chr,start,end,value
contig1,4517402,4522444,10
contig1,4524105,4526781,10
contig1,4528545,4535081,-10
contig1,4536902,4543100,-10
contig1,4544096,4547357,-10
contig1,4547958,4549868,-10
contig1,4550452,4553161,10
contig1,4554589,4555502,-10
contig1,4558199,4562859,10
contig1,4565668,4573916,-10
contig1,4578203,4581696,-10
contig1,4581981,4582720,10
contig1,4584400,4586459,-10
contig1,4586933,4590101,10
contig1,4590859,4591797,-10
contig1,4592400,4592753,10
contig1,4593905,4598850,10
contig1,4599969,4601640,-10
contig1,4602525,4603837,-10
contig1,4605730,4607054,10
contig1,4608906,4609413,10
contig1,4610652,4615382,-10
contig1,4616188,4617075,10
contig1,4617727,4619841,-10
contig1,4620110,4622614,10
contig1,4629498,4631374,-10
contig1,4638364,4645495,10
contig1,4647158,4649999,10
contig1,4650823,4652728,10
contig1,4654434,4655790,-10
contig1,4656198,4656983,10
contig1,4660536,4664729,-10
contig1,4665749,4669914,10
contig1,4670865,4674024,-10
contig1,4674309,4675672,10
contig1,4676681,4680211,10
contig1,4683426,4683776,-10
contig1,4684086,4691902,10
contig1,4691954,4696620,-10
contig1,4697143,4703145,-10
contig1,4703340,4706384,10
contig1,4707134,4708966,10
contig1,4716706,4718905,-10
contig1,4723999,4732257,-10
contig1,4738060,4739010,10
contig1,4739151,4740875,-10
contig1,4742319,4751197,10
contig1,4751926,4753238,10
contig1,4754618,4756946,10
contig1,4757814,4760067,-10
contig1,4761650,4764977,10
contig1,4766013,4770508,-10
contig1,4774017,4775147,-10
contig1,4776079,4777628,-10
contig1,4778327,4780492,10
contig1,4781168,4783765,-10
contig1,4786055,4787789,-10
contig1,4789019,4792965,-10
contig1,4793219,4794186,10
contig1,4795484,4797106,-10
contig1,4797482,4798533,10
contig1,4799153,4802632,10
contig1,4803329,4806820,-10
contig1,4807916,4810771,-10
contig1,4811288,4813541,10
contig1,4816505,4818247,-10
contig1,4819581,4820859,-10
contig1,4822757,4824339,-10
contig1,4825767,4830888,10
contig1,4832348,4837421,-10
contig1,4838278,4839120,10
contig1,4840194,4841524,10
contig1,4842264,4843563,10
contig1,4845365,4849725,-10
contig1,4850831,4852207,-10
contig1,4852190,4856601,10
contig1,4858924,4860376,-10
contig1,4860773,4862222,10
contig1,4863116,4864760,-10
contig1,4865018,4868923,10
contig1,4869714,4871748,-10
contig1,4873442,4873906,-10
contig1,4875834,4881390,-10
contig1,4882374,4885593,10
contig1,4887213,4887629,10
contig1,4888752,4890130,-10
contig1,4891487,4893835,-10
contig1,4894857,4897558,10
contig1,4910122,4911887,10
contig1,4914260,4915636,-10
contig1,4915739,4917783,10
contig1,4918525,4919784,-10
contig1,4923126,4924511,-10
contig1,4924806,4926347,10
contig1,4926679,4928027,-10
contig1,4928398,4930564,10
contig1,4943815,4944648,-10
contig1,5090133,5092636,-10
contig1,5093177,5096895,10
contig1,5128934,5130751,-10
contig1,5131017,5135303,10
contig1,5174754,5177128,-10
contig1,5177333,5182360,10
contig1,5182849,5184875,-10
contig1,5186342,5188284,10
contig1,5190639,5193951,-10
contig1,5194808,5197007,-10
contig1,5198676,5203377,10
contig1,5225160,5227532,-10
contig1,5229188,5231528,-10
contig1,5235467,5237056,10
contig1,5238513,5242523,10
contig1,5245661,5248466,10
contig1,5249008,5252405,10
contig1,5252750,5256072,-10
contig1,5256411,5261097,10
contig1,5262157,5264028,10
contig1,5266813,5268592,10
contig1,5271792,5274182,-10
contig1,5274502,5282085,10
contig1,5282664,5301907,10
contig1,5310723,5312099,-10
contig1,5312711,5314877,-10
contig1,5319172,5319658,-10
contig1,5321644,5322901,-10
contig1,5324281,5326596,10
contig1,5341927,5346650,10
contig1,5359050,5365609,-10
contig1,5367023,5372614,-10
contig1,5373164,5374750,10
contig1,5375879,5379607,-10
contig1,5380410,5382930,-10
contig1,5384441,5387825,10
contig1,5388304,5391239,10
contig1,5392422,5400513,10
contig1,5408566,5410806,-10
contig1,5412546,5414741,-10
contig1,5415811,5419193,-10
contig1,5421205,5423016,-10
contig1,5428212,5429905,10
contig1,5430888,5434542,10
contig1,5435843,5437188,-10
contig1,5437408,5439526,10
contig1,5439752,5442373,-10
contig1,5442634,5444500,10
contig1,5444974,5445947,10
contig1,5447122,5448723,-10
contig1,5449558,5452701,-10
contig1,5454112,5458476,-10
contig1,5459808,5465357,-10
contig1,5466203,5472007,-10
contig1,5474893,5477331,10
contig1,5488298,5489101,-10
contig1,5489429,5496531,-10
contig1,5496770,5498619,10
contig1,5498881,5500290,-10
contig1,5500530,5501138,10
contig1,5501698,5508326,10
contig1,5509059,5513232,-10
contig1,5513584,5516908,10
contig1,5517699,5524372,10
contig1,5530159,5533057,-10
contig1,5533464,5534022,10
contig1,5534314,5537129,-10
contig1,5537483,5541345,10
contig1,5541492,5544374,-10
contig1,5550921,5554626,-10
contig1,5554693,5556803,10
contig1,5557483,5558337,-10
contig1,5558768,5561491,10
contig1,5562068,5563109,10
contig1,5563322,5565963,10
contig1,5568536,5572907,-10
contig1,5573323,5575529,10
contig1,5581969,5583648,10
contig1,5584197,5585816,10
contig1,5586111,5590828,-10
contig1,5592834,5596758,-10
contig1,5597325,5599442,10
contig1,5599727,5603633,10
contig1,5604561,5607082,-10
contig1,5608113,5612203,10
contig1,5613565,5615429,-10
contig1,5616871,5643641,-10
contig1,5643752,5647030,10
contig1,5647766,5648828,10
contig1,5650294,5653729,-10
contig1,5654495,5656137,-10
contig1,5658094,5659323,-10
contig1,5659540,5663873,10
contig1,5664233,5664892,10
contig1,5665757,5669515,10
contig1,5670153,5672387,-10
contig1,5673098,5675928,10
contig1,5676390,5677722,-10
contig1,5677927,5679051,10
contig1,5679835,5681110,10
contig1,5681889,5689525,-10
contig1,5690040,5692285,-10
contig1,5692554,5694911,10
contig1,5695878,5697326,10
contig1,5698785,5700371,10
contig1,5701683,5708943,10
contig1,5709588,5711421,10
contig1,5712081,5712662,10
contig1,5713024,5713812,-10
contig1,5715377,5717183,-10
contig1,5718054,5719525,-10
contig1,5719681,5722020,10
contig1,5723358,5738343,10
contig1,5746041,5746611,-10
contig1,5774555,5775125,-10
contig1,5804520,5808863,10
contig1,5809960,5814853,-10
contig1,5814938,5815549,10
contig1,5816514,5819489,10
contig1,5820158,5821600,-10
contig1,5825233,5828240,-10
contig1,5829838,5830519,-10
contig1,5833210,5836834,-10
contig1,5837155,5837869,10
contig1,5838385,5840213,-10
contig1,5841308,5843809,-10
contig1,5844169,5845650,10
contig1,5847498,5849330,-10
contig1,5849970,5855673,-10
contig1,5891700,5899232,10
contig1,5907147,5908070,10
contig1,5909094,5911211,10
contig1,5913903,5919268,10
contig1,5921882,5928313,-10
contig1,5929303,5932283,-10
contig1,5933481,5935765,10
contig1,5936633,5939231,10
contig1,5940875,5942724,10
contig1,5943466,5944408,10
contig1,5945530,5947878,10
contig1,5948165,5951531,-10
contig1,5951776,5954280,10
contig1,5955291,5959380,10
contig1,5959577,5966654,-10
contig1,5966966,5969764,10
contig1,5970255,5972376,10
contig1,5972961,5974051,-10
contig1,5974328,5976688,10
contig1,5977316,5979766,-10
contig1,5980074,5982013,10
contig1,5982563,5983359,-10
contig1,5983583,5985970,10
contig1,5986324,5990376,-10
contig1,5990545,5990784,10
contig1,5991835,5994190,10
contig1,5994482,5999350,-10
contig1,6002010,6003805,-10
contig1,6004272,6005237,-10
contig1,6005638,6009536,-10
contig1,6009823,6012261,10
contig1,6012902,6014185,-10
contig1,6014391,6019360,10
contig1,6019808,6023030,-10
contig1,6025395,6030073,-10
contig1,6031295,6033581,-10
contig1,6034465,6039568,10
contig1,6039637,6040038,10
contig1,6042382,6044933,-10
contig1,6054447,6057149,10
contig1,6057890,6059183,10
contig1,6059378,6063834,-10
contig1,6063986,6064989,10
contig1,6065339,6068747,-10
contig1,6069060,6071537,10
contig1,6071946,6074827,-10
contig1,6075350,6078491,10
contig1,6078819,6085524,-10
contig1,6086311,6089156,-10
contig1,6090037,6093412,-10
contig1,6093599,6095027,10
contig1,6095852,6096982,10
contig1,6098155,6100057,-10
contig1,6102798,6106360,-10
contig1,6107029,6109806,-10
contig1,6110006,6120246,10
contig1,6121333,6122637,10
contig1,6123933,6124882,10
contig1,6126342,6130588,-10
contig1,6131088,6132158,10
contig1,6132735,6136767,10
contig1,6156396,6159703,10
contig1,6160016,6161253,-10
contig1,6161443,6171395,10
contig1,6172444,6172923,10
contig1,6173676,6174209,-10
contig1,6174333,6175709,10
contig1,6176330,6181660,-10
contig1,6186057,6188536,10
contig1,6211777,6213962,-10
contig1,6216968,6218087,-10
contig1,6218992,6226847,-10
contig1,6227381,6229644,10
contig1,6230065,6231920,-10
contig1,6232121,6234494,10
contig1,6234851,6236869,10
contig1,6237679,6244153,10
contig1,6248060,6251090,-10
contig1,6251786,6253027,10
contig1,6254117,6256513,10
contig1,6259626,6263254,10
contig1,6267147,6273194,10
contig1,6273921,6276235,-10
contig1,6277083,6279908,10
contig1,6280435,6282566,10
contig1,6282986,6283294,-10
contig1,6283538,6286432,10
contig1,6288173,6291040,10
contig1,6294250,6300292,-10
contig1,6301568,6304160,10
contig1,6305776,6308128,-10
contig1,6308469,6309974,-10
contig1,6310527,6311524,10
contig1,6312257,6314315,10
contig1,6315765,6317668,10
contig1,6318134,6319759,-10
contig1,6321449,6323459,-10
contig1,6324117,6336226,-10
contig1,6336445,6339392,10
contig1,6340580,6342145,10
contig1,6342858,6346476,10
contig1,6347525,6352175,-10
contig1,6353281,6358857,-10
contig1,6360353,6363658,-10
contig1,6366203,6374277,10
contig1,6380519,6381208,-10
contig1,6382309,6384164,-10
contig1,6384473,6387343,10
contig1,6392238,6394367,-10
contig1,6396736,6401379,10
contig1,6414302,6417341,-10
contig1,6419067,6425664,-10
contig1,6426300,6427310,-10
contig1,6427578,6427865,10
contig1,6428643,6431639,-10
contig1,6432786,6446625,-10
contig1,6448947,6450440,10
contig1,6451136,6452822,10
contig1,6453238,6454754,-10
contig1,6456039,6456554,-10
contig1,6457814,6458822,-10
contig1,6459056,6461751,10
contig1,6462533,6463821,-10
contig1,6463967,6466106,10
contig1,6466601,6470817,-10
contig1,6471291,6472067,10
contig1,6472922,6475643,10
contig1,6477016,6488716,10
contig1,6490916,6493836,10
contig1,6495059,6496024,10
contig1,6497178,6498961,10
contig1,6499458,6503793,10
contig1,6505645,6508034,-10
contig1,6508764,6511095,-10
contig1,6511791,6520079,10
contig1,6525085,6526461,-10
contig1,6528039,6534637,-10
contig1,6535041,6539003,10
contig1,6540278,6543498,10
contig1,6544522,6547036,10
contig1,6548519,6549873,-10
contig1,6549985,6551263,10
contig1,6551556,6553634,-10
contig1,6555249,6557087,10
contig1,6557759,6559044,10
contig1,6560255,6565980,10
contig1,6567121,6568182,-10
contig1,6568953,6570139,10
contig1,6585040,6588571,-10
contig1,6589155,6592585,-10
contig1,6594332,6595871,-10
contig1,6596961,6608146,-10
contig1,6608486,6609565,10
contig1,6610473,6612107,-10
contig1,6612439,6616283,10
contig1,6616719,6620116,10
contig1,6621917,6624026,-10
contig1,6624341,6627596,10
contig1,6628887,6640084,-10
contig1,6642007,6645935,10
contig1,6647502,6650024,-10
contig1,6650822,6657299,-10
contig1,6657890,6660456,10
contig1,6661560,6664394,10
contig1,6667164,6668050,-10
contig1,6668316,6669986,10
contig1,6671211,6676928,10
contig1,6678772,6686784,-10
contig1,6687925,6688795,-10
contig1,6689700,6691002,-10
contig1,6692221,6694143,-10
contig1,6694692,6699155,-10
contig1,6700424,6705357,10
contig1,6707395,6710608,10
contig1,6714434,6722936,-10
contig1,6747941,6748690,-10
contig1,6755304,6758630,10
contig1,6759737,6760900,10
contig1,6761285,6763544,10
contig1,6763611,6765177,-10
contig1,6765567,6767773,10
contig1,6768173,6769870,-10
contig1,6771219,6773206,-10
contig1,6773432,6775195,10
contig1,6778400,6780031,10
contig1,6781208,6785947,-10
contig1,6786229,6787413,10
contig1,6790822,6792667,-10
contig1,6794990,6796076,10
contig1,6796980,6798251,10
contig1,6798792,6801388,-10
contig1,6801617,6802585,10
contig1,6803277,6806432,10
contig1,6807010,6811494,10
contig1,6812838,6814481,10
contig1,6815223,6816216,-10
contig1,6817328,6818254,10
contig1,6820106,6824268,-10
contig1,6825199,6829239,-10
contig1,6829665,6832216,10
contig1,6835128,6842427,-10
contig1,6843225,6846866,-10
contig1,6848039,6850226,-10
contig1,6851224,6851621,-10
contig1,6865132,6867668,-10
contig1,6867833,6870787,10
contig1,6871140,6872981,-10
contig1,6873504,6874603,10
contig1,6874756,6876596,-10
contig1,6877147,6879551,-10
contig1,6880581,6881688,10
contig1,6881962,6885201,-10
contig1,6885680,6887545,10
contig1,6890161,6891440,-10
contig1,6892459,6894814,-10
contig1,6895352,6896781,10
contig1,6896851,6898632,-10
contig1,6898958,6900808,10
contig1,6902801,6905687,10
contig1,6906886,6907791,10
contig1,6910421,6915557,10
contig1,6917704,6918832,-10
contig1,6919109,6920098,10
contig1,6921279,6926328,-10
contig1,6926725,6931179,-10
contig1,6931530,6932610,10
contig1,6934044,6935669,10
contig1,6938090,6944668,-10
contig1,6945083,6946211,10
contig1,6946887,6950422,10
contig1,6951555,6953897,10
contig1,6954748,6957097,-10
contig1,6958166,6960288,-10
contig1,6960559,6962828,10
contig1,6963945,6966285,-10
contig1,6967037,6968529,10
contig1,6969073,6970281,-10
contig1,6970863,6973245,-10
contig1,6973644,6976000,10
contig1,6976118,6979002,-10
contig1,6979142,6980473,10
contig1,6980818,6986545,-10
contig1,6987734,6989197,-10
contig1,6989863,6994075,-10
contig1,6994454,6996607,10
contig1,6997678,6998010,10
contig1,7001131,7001809,10
contig1,7002059,7009904,-10
contig1,7011704,7012519,10
contig1,7013848,7017122,10
contig1,7017541,7019104,-10
contig1,7019256,7022791,10
contig1,7023414,7026833,10
contig1,7028179,7030301,-10
contig1,7031094,7032540,10
contig1,7033648,7035426,10
contig1,7036979,7040345,10
contig1,7042532,7045116,-10
contig1,7046352,7046708,-10
contig1,7047392,7050727,10
contig1,7052257,7056940,-10
contig1,7057557,7059067,-10
contig1,7059679,7069110,10
contig1,7071243,7073627,-10
contig1,7079592,7079948,10
contig1,7081128,7087727,-10
contig1,7088944,7091555,-10
contig1,7091706,7093026,10
contig1,7093641,7101283,10
contig1,7106441,7108578,10
contig1,7109962,7112132,10
contig1,7112476,7114557,-10
contig1,7115120,7117852,10
contig1,7119457,7121306,-10
contig1,7121462,7123619,10
contig1,7123773,7125518,-10
contig1,7125612,7127205,10
contig1,7127411,7128600,-10
contig1,7129000,7132129,10
contig1,7132983,7133338,-10
contig1,7136041,7136514,-10
contig1,7138904,7139559,-10
contig1,7151020,7151815,10
contig1,7152093,7159784,-10
contig1,7162080,7166150,-10
contig1,7172045,7180389,-10
contig1,7181157,7182285,10
contig1,7184228,7187928,-10
contig1,7188687,7192230,10
contig1,7193137,7194947,-10
contig1,7195142,7199286,10
contig1,7200291,7204555,-10
contig1,7205327,7208815,-10
contig1,7209082,7213137,10
contig1,7213735,7214682,10
contig1,7215364,7216365,-10
contig1,7216555,7217595,10
contig1,7217858,7220517,-10
contig1,7221121,7226973,10
contig1,7229188,7231102,10
contig1,7231912,7236099,10
contig1,7236667,7239134,10
contig1,7239455,7240345,10
contig1,7240997,7244830,10
contig1,7247195,7249698,-10
contig1,7250010,7251074,10
contig1,7253612,7259412,-10
contig1,7259889,7261317,10
contig1,7262182,7265989,-10
contig1,7266957,7271762,-10
contig1,7273193,7275156,10
contig1,7275227,7277071,-10
contig1,7277197,7280831,10
contig1,7282196,7282510,10
contig1,7283179,7286571,-10
contig1,7286840,7288421,10
contig1,7290011,7290771,-10
contig1,7291294,7293214,-10
contig1,7293391,7295276,10
contig1,7300211,7300907,-10
contig1,7302534,7303704,-10
contig1,7305754,7306338,10
contig1,7315812,7316809,-10
contig1,7318467,7320520,10
contig1,7327641,7328867,-10
contig1,7330445,7331120,-10
contig1,7334118,7336273,10
contig1,7357976,7360953,10
contig1,7361652,7363875,10
contig1,7364171,7364877,-10
contig1,7365875,7369013,-10
contig1,7369170,7371950,10
contig1,7373520,7374752,-10
contig1,7376508,7377325,-10
contig1,7377546,7379111,10
contig1,7380645,7381589,-10
contig1,7381927,7382559,10
contig1,7383379,7384731,10
contig1,7385528,7387093,-10
contig1,7387348,7388066,10
contig1,7388268,7391389,10
contig1,7392024,7394934,10
contig1,7395862,7397366,-10
contig1,7398003,7398506,-10
contig1,7399640,7403464,-10
contig1,7406957,7412477,-10
contig1,7413682,7414893,-10
contig1,7417060,7421041,10
contig1,7422101,7425102,10
contig1,7425345,7430606,-10
contig1,7430841,7431590,10
contig1,7433042,7434556,10
contig1,7434986,7436003,-10
contig1,7437054,7438631,-10
contig1,7438852,7439748,10
contig1,7440522,7442309,10
contig1,7442711,7449030,10
contig1,7449960,7454835,10
contig1,7456983,7459951,-10
contig1,7460646,7461720,-10
contig1,7474832,7481363,-10
contig1,7482220,7483934,-10
contig1,7484003,7485850,10
contig1,7486433,7490262,-10
contig1,7491355,7492502,10
contig1,7493679,7494098,-10
contig1,7495164,7497277,-10
contig1,7497865,7499181,10
contig1,7501387,7504084,-10
contig1,7505600,7507395,10
contig1,7508973,7510539,10
contig1,7511753,7513142,10
contig1,7513520,7518750,-10
contig1,7518852,7521162,10
contig1,7521932,7522751,-10
contig1,7523106,7526784,10
contig1,7528874,7531088,10
contig1,7532641,7542058,10
contig1,7543062,7546967,-10
contig1,7547335,7552052,10
contig1,7553341,7554085,10
contig1,7555228,7558226,10
contig1,7560283,7562484,10
contig1,7563562,7566756,10
contig1,7568137,7568789,-10
contig1,7569435,7570456,10
contig1,7571009,7574577,-10
contig1,7574788,7575433,10
contig1,7575984,7579126,-10
contig1,7580113,7581075,10
contig1,7582573,7587208,10
contig1,7589152,7590459,10
contig1,7593225,7593815,10
contig1,7594161,7594989,-10
contig1,7595889,7599446,-10
contig1,7601983,7605960,10
contig1,7607201,7613325,-10
contig1,7613590,7616961,10
contig1,7617325,7618884,10
contig1,7619648,7624147,-10
contig1,7624338,7625909,10
contig1,7627543,7630183,10
contig1,7632541,7633133,10
contig1,7642587,7644490,10
contig1,7644884,7646399,10
contig1,7646923,7647698,-10
contig1,7648249,7652693,-10
contig1,7653272,7660904,-10
contig1,7661310,7665116,10
contig1,7666157,7667688,10
contig1,7669453,7670635,10
contig1,7671398,7672999,10
contig1,7676663,7678339,10
contig1,7679067,7680953,-10
contig1,7684130,7686368,-10
contig1,7686627,7686902,10
contig1,7687830,7690141,10
contig1,7690682,7697071,-10
contig1,7700170,7701443,-10
contig1,7702017,7703837,-10
contig1,7704399,7707185,10
contig1,7710450,7713128,10
contig1,7713573,7720482,-10
contig1,7720689,7723359,10
contig1,7735370,7736235,-10
contig1,7743959,7746044,-10
contig1,7769872,7772017,-10
contig1,7775020,7776922,10
contig1,7777737,7778838,10
contig1,7779686,7780778,10
contig1,7781066,7783010,-10
contig1,7783392,7786715,10
contig1,7787402,7788376,10
contig1,7788884,7789967,-10
