chr,start,end,value1,value2
contig1,3170002,3170086,Unknown,gpos100
contig1,3172880,3172938,Unknown,gpos100
contig1,3173726,3174172,Unknown,gpos100
contig1,3174904,3175028,Unknown,gpos100
contig1,3186976,3187309,Unknown,gpos100
contig1,3187549,3187901,Unknown,gpos100
contig1,3194000,3194230,Unknown,gpos100
contig1,3194294,3194507,Unknown,gpos100
contig1,3194508,3194580,Unknown,gpos100
contig1,3196213,3196338,Unknown,gpos100
contig1,3196709,3196778,Unknown,gpos100
contig1,3197544,3199005,Unknown,gpos100
contig1,3199063,3199289,Unknown,gpos100
contig1,3199773,3199871,Unknown,gpos100
contig1,3204030,3204064,Unknown,gpos100
contig1,3208693,3208884,Unknown,gpos100
contig1,3209552,3209648,Unknown,gpos100
contig1,3209655,3210117,Unknown,gpos100
contig1,3211970,3212039,Unknown,gpos100
contig1,3212101,3212149,Unknown,gpos100
contig1,3216645,3217758,Unknown,gpos100
contig1,3218847,3218968,Unknown,gpos100
contig1,3244985,3245067,Unknown,gpos100
contig1,3271888,3277250,LTR/Gypsy,gpos100
contig1,3277251,3287009,LTR/Gypsy,gpos100
contig1,3287102,3287272,Unknown,gpos100
contig1,3287274,3287922,LTR/Gypsy,gpos100
contig1,3287923,3288558,LTR/Gypsy,gpos100
contig1,3289020,3289225,Unknown,gpos100
contig1,3289051,3289462,Unknown,gpos100
contig1,3290301,3290459,Unknown,gpos100
contig1,3290645,3290688,Unknown,gpos100
contig1,3291757,3291797,Unknown,gpos100
contig1,3291798,3291849,Unknown,gpos100
contig1,3291850,3291931,Unknown,gpos100
contig1,3291932,3291998,Unknown,gpos100
contig1,3291999,3292077,Unknown,gpos100
contig1,3303187,3303234,Unknown,gpos100
contig1,3308996,3309206,Unknown,gpos100
contig1,3309447,3309499,Unknown,gpos100
contig1,3309707,3309790,LTR/Gypsy,gpos100
contig1,3309791,3315785,LTR/Gypsy,gpos100
contig1,3315811,3316643,LTR/Gypsy,gpos100
contig1,3316644,3326755,LTR/Gypsy,gpos100
contig1,3326747,3327077,LTR/Gypsy,gpos100
contig1,3327078,3331781,LTR/Gypsy,gpos100
contig1,3332000,3332038,LTR/Gypsy,gpos100
contig1,3332210,3332450,Unknown,gpos100
contig1,3332451,3332723,LTR/Gypsy,gpos100
contig1,3332722,3333992,LTR/Gypsy,gpos100
contig1,3334053,3334115,Unknown,gpos100
contig1,3334185,3334221,Unknown,gpos100
contig1,3334209,3334250,Unknown,gpos100
contig1,3334251,3337243,LTR/Gypsy,gpos100
contig1,3337232,3347326,LTR/Gypsy,gpos100
contig1,3347328,3350345,LTR/Gypsy,gpos100
contig1,3350371,3352793,LTR/Gypsy,gpos100
contig1,3352794,3352967,Unknown,gpos100
contig1,3369532,3369604,Unknown,gpos100
contig1,3378814,3378901,Unknown,gpos100
contig1,3378935,3378957,Unknown,gpos100
contig1,3378962,3379248,LTR/Gypsy,gpos100
contig1,3379249,3384055,DNA,gpos100
contig1,3384821,3386098,Unknown,gpos100
contig1,3386099,3388387,LTR/Gypsy,gpos100
contig1,3388332,3388676,LTR/Gypsy,gpos100
contig1,3388687,3389614,Unknown,gpos100
contig1,3389615,3392088,LTR/Gypsy,gpos100
contig1,3391597,3392368,LTR/Gypsy,gpos100
contig1,3392373,3392603,LTR/Gypsy,gpos100
contig1,3392604,3396437,LTR/Gypsy,gpos100
contig1,3396503,3397140,Unknown,gpos100
contig1,3397141,3400541,LTR/Gypsy,gpos100
contig1,3400560,3401053,LTR/Gypsy,gpos100
contig1,3401049,3403694,LTR/Gypsy,gpos100
contig1,3403695,3409029,Unknown,gpos100
contig1,3409030,3410071,Unknown,gpos100
contig1,3410054,3412309,Unknown,gpos100
contig1,3412293,3412342,LTR/Gypsy,gpos100
contig1,3414596,3414648,Unknown,gpos100
contig1,3414606,3414728,Unknown,gpos100
contig1,3415490,3415854,Unknown,gpos100
contig1,3422454,3422512,Unknown,gpos100
contig1,3422516,3422604,Unknown,gpos100
contig1,3430973,3431056,Unknown,gpos100
contig1,3437725,3437783,Unknown,gpos100
contig1,3437856,3441452,LTR/Gypsy,gpos100
contig1,3441452,3442757,Unknown,gpos100
contig1,3442758,3443024,LTR/Gypsy,gpos100
contig1,3443025,3443206,LTR/Gypsy,gpos100
contig1,3443207,3443810,LTR,gpos100
contig1,3443812,3445761,LTR/Gypsy,gpos100
contig1,3445763,3446088,LTR/Gypsy,gpos100
contig1,3451899,3452006,Unknown,gpos100
contig1,3452012,3452101,Unknown,gpos100
contig1,3453861,3454327,Unknown,gpos100
contig1,3454449,3454543,Unknown,gpos100
contig1,3454543,3454579,Unknown,gpos100
contig1,3454580,3454907,Unknown,gpos100
contig1,3455970,3456348,LTR/Gypsy,gpos100
contig1,3456931,3457586,LTR/Gypsy,gpos100
contig1,3457583,3458051,Unknown,gpos100
contig1,3458050,3459631,LTR/Gypsy,gpos100
contig1,3459640,3459964,Unknown,gpos100
contig1,3459964,3460008,Unknown,gpos100
contig1,3470540,3470614,LINE,gpos100
contig1,3470618,3470710,Unknown,gpos100
contig1,3470715,3470806,Unknown,gpos100
contig1,3470991,3471052,Unknown,gpos100
contig1,3485749,3486598,Unknown,gpos100
contig1,3487296,3487365,Unknown,gpos100
contig1,3487627,3487743,Unknown,gpos100
contig1,3493740,3494741,Unknown,gpos100
contig1,3501249,3501287,LINE,gpos100
contig1,3515329,3515450,Unknown,gpos100
contig1,3515723,3515792,Unknown,gpos100
contig1,3516271,3517054,Unknown,gpos100
contig1,3517125,3517366,Unknown,gpos100
contig1,3519294,3519384,Unknown,gpos100
contig1,3524204,3524441,Unknown,gpos100
contig1,3524495,3525265,Unknown,gpos100
contig1,3526746,3526820,Unknown,gpos100
contig1,3527104,3527226,Unknown,gpos100
contig1,3541088,3541469,Unknown,gpos100
contig1,3557793,3557917,Unknown,gpos100
contig1,3558260,3558334,Unknown,gpos100
contig1,3559713,3560506,Unknown,gpos100
contig1,3560559,3560807,Unknown,gpos100
contig1,3566922,3566976,Unknown,gpos100
contig1,3579132,3579309,Unknown,gpos100
contig1,3599771,3610200,LTR/Gypsy,gpos100
contig1,3610311,3610511,Unknown,gpos100
contig1,3610512,3611900,LTR/Gypsy,gpos100
contig1,3611936,3612350,Unknown,gpos100
contig1,3623357,3623478,Unknown,gpos100
contig1,3623745,3623814,Unknown,gpos100
contig1,3624081,3624129,Unknown,gpos100
contig1,3624872,3625759,Unknown,gpos100
contig1,3641328,3641366,Unknown,gpos100
contig1,3649324,3649393,Unknown,gpos100
contig1,3649391,3649554,Unknown,gpos100
contig1,3655951,3655977,Unknown,gpos100
contig1,3657857,3658097,Unknown,gpos100
contig1,3658098,3658231,Unknown,gpos100
contig1,3658237,3658273,Unknown,gpos100
contig1,3658451,3658704,DNA,gpos100
contig1,3661198,3661278,Unknown,gpos100
contig1,3661247,3661342,Unknown,gpos100
contig1,3661463,3661500,Unknown,gpos100
contig1,3665959,3666203,Unknown,gpos100
contig1,3666182,3666854,Unknown,gpos100
contig1,3667214,3667262,Unknown,gpos100
contig1,3667529,3667598,Unknown,gpos100
contig1,3667874,3667995,Unknown,gpos100
contig1,3672636,3672729,Unknown,gpos100
contig1,3672897,3673017,Unknown,gpos100
contig1,3673648,3673770,Unknown,gpos100
contig1,3673776,3674079,LTR/Gypsy,gpos100
contig1,3674169,3674217,Unknown,gpos100
contig1,3674218,3674314,Unknown,gpos100
contig1,3674725,3680069,LTR/Gypsy,gpos100
contig1,3680114,3680399,Unknown,gpos100
contig1,3680155,3681939,LTR/Gypsy,gpos100
contig1,3682185,3682655,LTR/Gypsy,gpos100
contig1,3682745,3682793,Unknown,gpos100
contig1,3682794,3682890,Unknown,gpos100
contig1,3683301,3688646,LTR/Gypsy,gpos100
contig1,3688691,3688976,Unknown,gpos100
contig1,3688732,3690516,LTR/Gypsy,gpos100
contig1,3690762,3691232,LTR/Gypsy,gpos100
contig1,3691387,3692377,Unknown,gpos100
contig1,3692375,3693113,Unknown,gpos100
contig1,3693114,3694112,Unknown,gpos100
contig1,3694113,3695667,Unknown,gpos100
contig1,3695225,3696128,Unknown,gpos100
contig1,3696128,3696453,Unknown,gpos100
contig1,3696467,3696579,Unknown,gpos100
contig1,3703557,3703690,Unknown,gpos100
contig1,3704193,3704263,Unknown,gpos100
contig1,3708500,3708661,Unknown,gpos100
contig1,3727006,3727075,Unknown,gpos100
contig1,3727033,3727130,Unknown,gpos100
contig1,3734913,3735183,Unknown,gpos100
contig1,3735872,3735918,Unknown,gpos100
contig1,3735954,3736226,Unknown,gpos100
contig1,3738265,3738364,Unknown,gpos100
contig1,3739314,3739382,Unknown,gpos100
contig1,3739319,3739393,Unknown,gpos100
contig1,3741612,3742056,Unknown,gpos100
contig1,3742113,3742779,Unknown,gpos100
contig1,3743317,3743365,Unknown,gpos100
contig1,3743635,3743683,Unknown,gpos100
contig1,3743953,3744001,Unknown,gpos100
contig1,3744271,3744319,Unknown,gpos100
contig1,3744589,3744702,Unknown,gpos100
contig1,3744876,3744997,Unknown,gpos100
contig1,3746613,3747015,Unknown,gpos100
contig1,3763711,3763888,Unknown,gpos100
contig1,3763896,3763980,Unknown,gpos100
contig1,3763912,3763997,Unknown,gpos100
contig1,3770920,3770958,LINE,gpos100
contig1,3772979,3773043,Unknown,gpos100
contig1,3776961,3777023,Unknown,gpos100
contig1,3778560,3778704,Unknown,gpos100
contig1,3789638,3789786,Unknown,gpos100
contig1,3789654,3789921,Unknown,gpos100
contig1,3801318,3801405,Unknown,gpos100
contig1,3814775,3814861,Unknown,gpos100
contig1,3815035,3815156,Unknown,gpos100
contig1,3815886,3815974,Unknown,gpos100
contig1,3856449,3856640,Unknown,gpos100
contig1,3869007,3869044,Unknown,gpos100
contig1,3869085,3869247,Unknown,gpos100
contig1,3893189,3893294,Unknown,gpos100
contig1,3895733,3895840,Unknown,gpos100
contig1,3904318,3904429,Unknown,gpos100
contig1,3904425,3904673,Unknown,gpos100
contig1,3904688,3905129,Unknown,gpos100
contig1,3905119,3905332,Unknown,gpos100
contig1,3905325,3905411,Unknown,gpos100
contig1,3916561,3916836,Unknown,gpos100
contig1,3916807,3916948,Unknown,gpos100
contig1,3917125,3917314,LINE,gpos100
contig1,3929662,3929763,Unknown,gpos100
contig1,3930093,3930506,Unknown,gpos100
contig1,3930536,3930729,Unknown,gpos100
contig1,3937425,3938129,LINE,gpos100
contig1,3938875,3938909,Unknown,gpos100
contig1,3938898,3939063,Unknown,gpos100
contig1,3939001,3939076,Unknown,gpos100
contig1,3939393,3939466,Unknown,gpos100
contig1,3939477,3939588,Unknown,gpos100
contig1,3942716,3942810,Unknown,gpos100
contig1,3942808,3942879,Unknown,gpos100
contig1,3942880,3944527,LTR/Gypsy,gpos100
contig1,3944526,3944789,LTR/Gypsy,gpos100
contig1,3944790,3945798,LTR/Gypsy,gpos100
contig1,3945799,3945942,Unknown,gpos100
contig1,3946195,3946255,LTR/Gypsy,gpos100
contig1,3946569,3946589,LTR/Gypsy,gpos100
contig1,3946590,3946913,Unknown,gpos100
contig1,3946914,3946969,LTR/Gypsy,gpos100
contig1,3947127,3947596,Unknown,gpos100
contig1,3947597,3947797,LTR/Gypsy,gpos100
contig1,3948030,3949422,Unknown,gpos100
contig1,3950405,3953190,LTR/Gypsy,gpos100
contig1,3953251,3953533,Unknown,gpos100
contig1,3953317,3953683,Unknown,gpos100
contig1,3953684,3954523,LTR,gpos100
contig1,3954524,3955173,LTR/Gypsy,gpos100
contig1,3955175,3955345,Unknown,gpos100
contig1,3955438,3965167,LTR/Gypsy,gpos100
contig1,3965168,3965262,LTR,gpos100
contig1,3965262,3972248,Unknown,gpos100
contig1,3972249,3972318,Unknown,gpos100
contig1,3972319,3972562,Unknown,gpos100
contig1,3972533,3973046,Unknown,gpos100
contig1,3973047,3974537,LTR,gpos100
contig1,3974548,3978760,LTR/Gypsy,gpos100
contig1,3979987,3980272,LTR/Gypsy,gpos100
contig1,3980274,3982001,LTR,gpos100
contig1,3999332,3999876,Unknown,gpos100
contig1,4001380,4002081,Unknown,gpos100
contig1,4001909,4003231,Unknown,gpos100
contig1,4003232,4007483,LTR,gpos100
contig1,4007552,4007618,Unknown,gpos100
contig1,4007813,4007837,Unknown,gpos100
contig1,4008321,4010039,Unknown,gpos100
contig1,4010627,4010679,Unknown,gpos100
contig1,4010963,4011074,Unknown,gpos100
contig1,4011277,4011396,Unknown,gpos100
contig1,4036994,4037078,Unknown,gpos100
contig1,4051139,4051173,Unknown,gpos100
contig1,4051160,4051312,Unknown,gpos100
contig1,4071125,4071174,Unknown,gpos100
contig1,4098274,4098374,Unknown,gpos100
contig1,4178642,4178697,Unknown,gpos100
contig1,4178732,4178808,Unknown,gpos100
contig1,4188782,4188863,Unknown,gpos100
contig1,4188798,4188882,Unknown,gpos100
contig1,4191800,4191858,Unknown,gpos100
contig1,4197540,4197645,Unknown,gpos100
contig1,4201879,4201965,Unknown,gpos100
contig1,4231890,4231953,Unknown,gpos100
contig1,4232341,4232411,Unknown,gpos100
contig1,4232349,4232479,Unknown,gpos100
contig1,4235241,4235402,Unknown,gpos100
contig1,4238341,4238405,Unknown,gpos100
contig1,4240015,4240532,Unknown,gpos100
contig1,4240782,4240908,Unknown,gpos100
contig1,4267325,4267382,Unknown,gpos100
contig1,4273557,4273604,Unknown,gpos100
contig1,4279403,4279476,Unknown,gpos100
contig1,4288457,4288542,Unknown,gpos100
contig1,4326292,4326314,Unknown,gpos100
contig1,4326315,4326455,Unknown,gpos100
contig1,4326456,4326596,Unknown,gpos100
contig1,4333819,4334128,Unknown,gpos100
contig1,4349429,4349954,Unknown,gpos100
contig1,4352316,4352387,LINE,gpos100
contig1,4359914,4360000,Unknown,gpos100
contig1,4360646,4360806,Unknown,gpos100
contig1,4364513,4364584,Unknown,gpos100
contig1,4379304,4379420,LINE,gpos100
contig1,4379490,4379552,Unknown,gpos100
contig1,4386319,4386417,Unknown,gpos100
contig1,4389279,4389380,Unknown,gpos100
contig1,4391660,4391737,Unknown,gpos100
contig1,4391804,4391847,Unknown,gpos100
contig1,4391941,4391979,Unknown,gpos100
contig1,4392353,4392535,Unknown,gpos100
contig1,4393925,4393992,Unknown,gpos100
contig1,4395715,4395806,Unknown,gpos100
contig1,4441245,4441341,Unknown,gpos100
contig1,4477503,4477570,Unknown,gpos100
contig1,4477570,4477706,Unknown,gpos100
contig1,4484655,4484750,Unknown,gpos100
contig1,4491277,4491373,Unknown,gpos100
contig1,4493494,4493587,Unknown,gpos100
contig1,4493512,4493593,Unknown,gpos100
contig1,4498780,4501573,LTR/Gypsy,gpos100
contig1,4500200,4503128,LTR,gpos100
contig1,4503129,4503692,Unknown,gpos100
contig1,4510584,4510661,Unknown,gpos100
contig1,4527474,4527536,Unknown,gpos100
contig1,4535853,4535957,LINE,gpos100
contig1,4564113,4564180,Unknown,gpos100
contig1,4564225,4564464,Unknown,gpos100
contig1,4564582,4564786,Unknown,gpos100
contig1,4576583,4576750,Unknown,gpos100
contig1,4576755,4576794,Unknown,gpos100
contig1,4576866,4577018,Unknown,gpos100
contig1,4577089,4577462,Unknown,gpos100
contig1,4577395,4577524,Unknown,gpos100
contig1,4587127,4587216,Unknown,gpos100
contig1,4602570,4602664,Unknown,gpos100
contig1,4602855,4602953,Unknown,gpos100
contig1,4603127,4603307,Unknown,gpos100
contig1,4606227,4606451,Unknown,gpos100
contig1,4606625,4606723,Unknown,gpos100
contig1,4622793,4623002,Unknown,gpos100
contig1,4622991,4623137,Unknown,gpos100
contig1,4623110,4623539,Unknown,gpos100
contig1,4623541,4623784,Unknown,gpos100
contig1,4623785,4623854,Unknown,gpos100
contig1,4623855,4624655,Unknown,gpos100
contig1,4624656,4628575,DNA,gpos100
contig1,4628576,4629517,Unknown,gpos100
contig1,4629518,4629532,DNA,gpos100
contig1,4630154,4631990,Unknown,gpos100
contig1,4631991,4638129,Unknown,gpos100
contig1,4638131,4638160,Unknown,gpos100
contig1,4638249,4638283,Unknown,gpos100
contig1,4646598,4646722,Unknown,gpos100
contig1,4650958,4651501,Unknown,gpos100
contig1,4654270,4654415,Unknown,gpos100
contig1,4658167,4658467,Unknown,gpos100
contig1,4658312,4658744,Unknown,gpos100
contig1,4658976,4659407,Unknown,gpos100
contig1,4664765,4664793,Unknown,gpos100
contig1,4710466,4710550,Unknown,gpos100
contig1,4714621,4715009,Unknown,gpos100
contig1,4715015,4715589,Unknown,gpos100
contig1,4715687,4715906,Unknown,gpos100
contig1,4720330,4720799,Unknown,gpos100
contig1,4721381,4721442,Unknown,gpos100
contig1,4723283,4723534,Unknown,gpos100
contig1,4723512,4723568,Unknown,gpos100
contig1,4728460,4729155,Unknown,gpos100
contig1,4728931,4729272,Unknown,gpos100
contig1,4761023,4761492,Unknown,gpos100
contig1,4768856,4769057,Unknown,gpos100
contig1,4771433,4771579,Unknown,gpos100
contig1,4771469,4771603,Unknown,gpos100
contig1,4777747,4778128,Unknown,gpos100
contig1,4789723,4789854,Unknown,gpos100
contig1,4789799,4789864,Unknown,gpos100
contig1,4816808,4816907,Unknown,gpos100
contig1,4821151,4821179,Unknown,gpos100
contig1,4821231,4822361,Unknown,gpos100
contig1,4824793,4825131,Unknown,gpos100
contig1,4833506,4833887,Unknown,gpos100
contig1,4845955,4846055,Unknown,gpos100
contig1,4863419,4863549,Unknown,gpos100
contig1,4889139,4889162,Unknown,gpos100
contig1,4889163,4889224,Unknown,gpos100
contig1,4889225,4889237,Unknown,gpos100
contig1,4890427,4890520,Unknown,gpos100
contig1,4890526,4890559,Unknown,gpos100
contig1,4890601,4890658,LINE,gpos100
contig1,4896359,4896472,Unknown,gpos100
contig1,4897896,4899275,LTR/Gypsy,gpos100
contig1,4899276,4899476,Unknown,gpos100
contig1,4899576,4899646,LTR/Gypsy,gpos100
contig1,4899679,4909964,LTR/Gypsy,gpos100
contig1,4921833,4921884,Unknown,gpos100
contig1,4932421,4932908,Unknown,gpos100
contig1,4932717,4933190,Unknown,gpos100
contig1,4933214,4933550,Unknown,gpos100
contig1,4933543,4933615,Unknown,gpos100
contig1,4934235,4934508,LTR/Gypsy,gpos100
contig1,4934509,4934625,LTR/Gypsy,gpos100
contig1,4934630,4934964,Unknown,gpos100
contig1,4937913,4937971,Unknown,gpos100
contig1,4937964,4938181,Unknown,gpos100
contig1,4938186,4938295,Unknown,gpos100
contig1,4938295,4938378,Unknown,gpos100
contig1,4938459,4938923,Unknown,gpos100
contig1,4938914,4939001,Unknown,gpos100
contig1,4939000,4939210,Unknown,gpos100
contig1,4939211,4939458,Unknown,gpos100
contig1,4939443,4939782,Unknown,gpos100
contig1,4939702,4939795,Unknown,gpos100
contig1,4940248,4940295,Unknown,gpos100
contig1,4940257,4941079,LTR/Gypsy,gpos100
contig1,4941082,4941206,LTR/Gypsy,gpos100
contig1,4941213,4941245,Unknown,gpos100
contig1,4941221,4941962,Unknown,gpos100
contig1,4942538,4942575,Unknown,gpos100
contig1,4942638,4942820,Unknown,gpos100
contig1,4942802,4942865,Unknown,gpos100
contig1,4942862,4944465,Unknown,gpos100
contig1,4944761,4945666,Unknown,gpos100
contig1,4945741,4945782,Unknown,gpos100
contig1,4945867,4946031,Unknown,gpos100
contig1,4947060,4947402,LTR/Gypsy,gpos100
contig1,4947442,4948125,LTR/Gypsy,gpos100
contig1,4948150,4956508,LTR/Gypsy,gpos100
contig1,4956509,4959931,LTR/Gypsy,gpos100
contig1,4959931,4960105,LTR/Gypsy,gpos100
contig1,4960106,4960202,LTR/Gypsy,gpos100
contig1,4960266,4960710,Unknown,gpos100
contig1,4960741,4969715,LTR/Gypsy,gpos100
contig1,4969683,4969944,LTR/Gypsy,gpos100
contig1,4969945,4970709,LTR/Gypsy,gpos100
contig1,4970706,4971731,Unknown,gpos100
contig1,4971731,4975453,LTR/Gypsy,gpos100
contig1,4975456,4980103,LTR/Gypsy,gpos100
contig1,4980104,4982904,Unknown,gpos100
contig1,4982938,4983359,Unknown,gpos100
contig1,4983360,4984220,Unknown,gpos100
contig1,4984177,4984234,LTR/Gypsy,gpos100
contig1,4984229,4989186,LTR/Gypsy,gpos100
contig1,4989217,4989661,Unknown,gpos100
contig1,4989827,4990002,LTR/Gypsy,gpos100
contig1,4989998,4990167,LTR/Gypsy,gpos100
contig1,4990170,4996901,LTR/Gypsy,gpos100
contig1,5003359,5006037,LTR/Gypsy,gpos100
contig1,5006038,5006519,LTR/Gypsy,gpos100
contig1,5006520,5009993,LTR/Gypsy,gpos100
contig1,5009994,5010363,LTR/Gypsy,gpos100
contig1,5010363,5012583,LTR/Gypsy,gpos100
contig1,5012585,5012817,LTR/Gypsy,gpos100
contig1,5012882,5013174,LTR/Gypsy,gpos100
contig1,5013176,5013714,Unknown,gpos100
contig1,5013713,5015993,LTR/Gypsy,gpos100
contig1,5015994,5016227,LTR/Gypsy,gpos100
contig1,5016218,5016696,LTR/Gypsy,gpos100
contig1,5016698,5016868,Unknown,gpos100
contig1,5016896,5017021,LTR/Gypsy,gpos100
contig1,5017002,5017163,Unknown,gpos100
contig1,5017121,5017286,DNA,gpos100
contig1,5017163,5017310,DNA,gpos100
contig1,5017384,5018001,DNA,gpos100
contig1,5018046,5019289,DNA,gpos100
contig1,5019290,5021802,DNA,gpos100
contig1,5021797,5031927,LTR/Gypsy,gpos100
contig1,5031928,5032737,DNA,gpos100
contig1,5032507,5033995,Unknown,gpos100
contig1,5034070,5035331,Unknown,gpos100
contig1,5035332,5035764,DNA,gpos100
contig1,5035815,5038030,DNA,gpos100
contig1,5037984,5038038,Unknown,gpos100
contig1,5038031,5043116,LTR/Gypsy,gpos100
contig1,5043100,5044107,Unknown,gpos100
contig1,5044108,5044135,LTR/Gypsy,gpos100
contig1,5044136,5045184,Unknown,gpos100
contig1,5045121,5045197,Unknown,gpos100
contig1,5045203,5049785,LTR/Gypsy,gpos100
contig1,5049785,5050915,Unknown,gpos100
contig1,5050931,5056740,LTR/Gypsy,gpos100
contig1,5056740,5057793,Unknown,gpos100
contig1,5057778,5057812,DNA,gpos100
